EuroPheno.stock_id,pheno_date,pseudo_rep_no,measurement_no,leaf_length_cm,leaf_width_cm,canopy_height,stem_count,base_diameter_1,base_diameter_2,stem_diam_half_height,field_flowering_score,time_taken,who
58,28/06/2016,3,1,26,3.5,,,,,,,09:53,eey9
58,28/06/2016,3,2,43,3.6,,,,,,,09:54,eey9
58,28/06/2016,3,3,58,3.3,,,,,,,09:54,eey9
58,28/06/2016,3,4,71,3,,,,,,,09:54,eey9
58,28/06/2016,3,5,74,3.2,,,,,,,09:55,eey9
58,28/06/2016,3,6,83,3.3,,,,,,,09:55,eey9
58,28/06/2016,3,7,64,3,,,,,,,09:55,eey9
58,28/06/2016,3,8,33,1.7,,,,,,,09:56,eey9
61,28/06/2016,1,0,,,108,51,21,23,6,0,10:30,eey9
61,28/06/2016,1,1,7,0.8,,,,,,,10:31,eey9
61,28/06/2016,1,2,25,1.3,,,,,,,10:32,eey9
61,28/06/2016,1,3,44,1.5,,,,,,,10:32,eey9
61,28/06/2016,1,4,54,1.7,,,,,,,10:33,eey9
61,28/06/2016,1,5,58,1.7,,,,,,,10:33,eey9
61,28/06/2016,1,6,63,1.7,,,,,,,10:33,eey9
61,28/06/2016,1,7,50,1.8,,,,,,,10:33,eey9
61,28/06/2016,1,8,27,0.7,,,,,,,10:34,eey9
61,28/06/2016,2,0,,,110,73,22,39,6,0,10:35,eey9
61,28/06/2016,2,1,4,0.5,,,,,,,10:36,eey9
61,28/06/2016,2,2,17,1.3,,,,,,,10:37,eey9
61,28/06/2016,2,3,40,1.6,,,,,,,10:37,eey9
61,28/06/2016,2,4,63,1.7,,,,,,,10:38,eey9
61,28/06/2016,2,5,75,1.6,,,,,,,10:38,eey9
61,28/06/2016,2,6,56,1.7,,,,,,,10:38,eey9
61,28/06/2016,2,7,38,1.3,,,,,,,10:39,eey9
61,28/06/2016,2,8,11,1.1,,,,,,,10:39,eey9
61,28/06/2016,3,0,,,100,37,24,28,7,0,10:39,eey9
61,28/06/2016,3,1,21,1.6,,,,,,,10:41,eey9
61,28/06/2016,3,2,27,1.9,,,,,,,10:41,eey9
61,28/06/2016,3,3,39,1.6,,,,,,,10:41,eey9
61,28/06/2016,3,4,43,1.9,,,,,,,10:42,eey9
61,28/06/2016,3,5,55,2.1,,,,,,,10:42,eey9
61,28/06/2016,3,6,60,2.2,,,,,,,10:43,eey9
61,28/06/2016,3,7,52,1.6,,,,,,,10:43,eey9
61,28/06/2016,3,8,35,1.2,,,,,,,10:43,eey9
61,28/06/2016,3,9,13,0.3,,,,,,,10:43,eey9
35,12/07/2016,1,0,,,114,44,28,24,6,0,09:23,eey9
35,12/07/2016,1,1,17,1.3,,,,,,,09:26,eey9
35,12/07/2016,1,2,33,1.7,,,,,,,09:27,eey9
35,12/07/2016,1,3,46,1.9,,,,,,,09:27,eey9
35,12/07/2016,1,4,50,1.9,,,,,,,09:28,eey9
35,12/07/2016,1,5,57,2,,,,,,,09:28,eey9
35,12/07/2016,1,6,68,2.2,,,,,,,09:29,eey9
35,12/07/2016,1,7,66,2.2,,,,,,,09:29,eey9
35,12/07/2016,1,8,58,1.8,,,,,,,09:29,eey9
35,12/07/2016,1,9,38,1.6,,,,,,,09:29,eey9
35,12/07/2016,1,10,23,0.6,,,,,,,09:30,eey9
35,12/07/2016,2,0,,,90,22,26,28,6,0,09:30,eey9
35,12/07/2016,2,1,8,0.8,,,,,,,09:32,eey9
35,12/07/2016,2,2,25,1.2,,,,,,,09:32,eey9
35,12/07/2016,2,3,46,1.5,,,,,,,09:32,eey9
35,12/07/2016,2,4,56,1.6,,,,,,,09:33,eey9
35,12/07/2016,2,5,56,1.7,,,,,,,09:33,eey9
35,12/07/2016,2,6,31,1.3,,,,,,,09:33,eey9
35,12/07/2016,2,7,12,0.3,,,,,,,09:33,eey9
35,12/07/2016,3,0,,,130,87,27,37,7,1,09:34,eey9
35,12/07/2016,3,1,10,1,,,,,,,09:36,eey9
35,12/07/2016,3,2,18,1.7,,,,,,,09:37,eey9
35,12/07/2016,3,3,32,1.8,,,,,,,09:37,eey9
35,12/07/2016,3,4,45,1.8,,,,,,,09:37,eey9
35,12/07/2016,3,5,53,1.9,,,,,,,09:38,eey9
35,12/07/2016,3,6,54,2,,,,,,,09:38,eey9
35,12/07/2016,3,7,56,2,,,,,,,09:38,eey9
35,12/07/2016,3,8,50,2,,,,,,,09:38,eey9
35,12/07/2016,3,9,41,1.6,,,,,,,09:39,eey9
35,12/07/2016,3,10,27,0.9,,,,,,,09:39,eey9
39,12/07/2016,1,0,,,91,38,35,30,4,0,09:43,eey9
39,12/07/2016,1,1,6.5,0.7,,,,,,,09:46,eey9
39,12/07/2016,1,2,25,1.4,,,,,,,09:47,eey9
39,12/07/2016,1,3,47,1.5,,,,,,,09:47,eey9
39,12/07/2016,1,4,65,1.5,,,,,,,09:48,eey9
39,12/07/2016,1,5,77,1.6,,,,,,,09:48,eey9
39,12/07/2016,1,6,66,1.3,,,,,,,09:49,eey9
39,12/07/2016,1,7,39,0.7,,,,,,,09:49,eey9
39,12/07/2016,2,0,,,108,41,37,35,6,0,09:50,eey9
39,12/07/2016,2,1,14,0.9,,,,,,,09:53,eey9
39,12/07/2016,2,2,39,1.3,,,,,,,09:53,eey9
39,12/07/2016,2,3,56,1.2,,,,,,,09:54,eey9
39,12/07/2016,2,4,77,1.2,,,,,,,09:54,eey9
39,12/07/2016,2,5,73,1.2,,,,,,,09:55,eey9
39,12/07/2016,2,6,54,1.2,,,,,,,09:55,eey9
39,12/07/2016,2,7,12.5,0.2,,,,,,,09:55,eey9
39,12/07/2016,3,0,,,114,23,42,42,7,0,09:56,eey9
39,12/07/2016,3,1,25,1.4,,,,,,,09:58,eey9
39,12/07/2016,3,2,38,1.9,,,,,,,09:59,eey9
39,12/07/2016,3,3,63,2,,,,,,,10:00,eey9
39,12/07/2016,3,4,84,2,,,,,,,10:01,eey9
39,12/07/2016,3,5,93,2,,,,,,,10:01,eey9
39,12/07/2016,3,6,89,2,,,,,,,10:01,eey9
39,12/07/2016,3,7,66,1.5,,,,,,,10:02,eey9
39,12/07/2016,3,8,32,0.6,,,,,,,10:02,eey9
40,12/07/2016,1,0,,,210,15,43,56,12,0,09:11,eey9
40,12/07/2016,1,1,41,2.8,,,,,,,09:24,eey9
40,12/07/2016,1,2,47,3.2,,,,,,,09:24,eey9
40,12/07/2016,1,3,66,3.2,,,,,,,09:25,eey9
40,12/07/2016,1,4,74,3.3,,,,,,,09:25,eey9
40,12/07/2016,1,5,80,3.3,,,,,,,09:26,eey9
40,12/07/2016,1,6,87,2.7,,,,,,,09:27,eey9
40,12/07/2016,1,7,82,3.4,,,,,,,09:27,eey9
40,12/07/2016,1,8,63,3.3,,,,,,,09:28,eey9
40,12/07/2016,1,9,37,2,,,,,,,09:28,eey9
40,12/07/2016,2,0,,,208,,35,26,11,0,09:29,eey9
40,12/07/2016,2,1,45,2,,,,,,,09:31,eey9
40,12/07/2016,2,2,56,3.2,,,,,,,09:32,eey9
40,12/07/2016,2,3,60,3.6,,,,,,,09:32,eey9
40,12/07/2016,2,4,63,3.3,,,,,,,09:33,eey9
40,12/07/2016,2,5,79,3.2,,,,,,,09:33,eey9
40,12/07/2016,2,6,82,2.6,,,,,,,09:34,eey9
40,12/07/2016,2,7,82,3.2,,,,,,,09:34,eey9
40,12/07/2016,2,8,83,3.4,,,,,,,09:35,eey9
40,12/07/2016,2,9,44,2.7,,,,,,,09:35,eey9
40,12/07/2016,3,0,,,210,15,70,46,8,0,09:36,eey9
40,12/07/2016,3,1,42,3,,,,,,,09:39,eey9
40,12/07/2016,3,2,55,2.8,,,,,,,09:40,eey9
40,12/07/2016,3,3,64,2.8,,,,,,,09:40,eey9
40,12/07/2016,3,4,69,2.8,,,,,,,09:41,eey9
40,12/07/2016,3,5,75,2.9,,,,,,,09:41,eey9
40,12/07/2016,3,6,83,2.8,,,,,,,09:42,eey9
40,12/07/2016,3,7,62,3.2,,,,,,,09:42,eey9
40,12/07/2016,3,8,42,2.6,,,,,,,09:43,eey9
42,12/07/2016,1,0,,,179,27,60,57,10,0,10:03,eey9
42,12/07/2016,1,1,27,2.4,,,,,,,10:06,eey9
42,12/07/2016,1,2,42,2.8,,,,,,,10:06,eey9
42,12/07/2016,1,3,57,2.7,,,,,,,10:07,eey9
42,12/07/2016,1,4,69,2.9,,,,,,,10:07,eey9
42,12/07/2016,1,5,74,3.2,,,,,,,10:08,eey9
42,12/07/2016,1,6,80,2.8,,,,,,,10:08,eey9
42,12/07/2016,1,7,80,3.1,,,,,,,10:08,eey9
42,12/07/2016,1,8,80,2.8,,,,,,,10:09,eey9
42,12/07/2016,1,9,54,2.5,,,,,,,10:09,eey9
42,12/07/2016,1,10,24,0.2,,,,,,,10:10,eey9
42,12/07/2016,2,0,,,173,27,48,62,10,0,10:10,eey9
42,12/07/2016,2,1,25,2.2,,,,,,,10:12,eey9
42,12/07/2016,2,2,40,2.7,,,,,,,10:13,eey9
42,12/07/2016,2,3,54,2.9,,,,,,,10:13,eey9
42,12/07/2016,2,4,64,3,,,,,,,10:14,eey9
42,12/07/2016,2,5,67,2.8,,,,,,,10:14,eey9
42,12/07/2016,2,6,78,2.8,,,,,,,10:15,eey9
42,12/07/2016,2,8,60,2.6,,,,,,,10:16,eey9
42,12/07/2016,2,9,40,1.2,,,,,,,10:17,eey9
42,12/07/2016,3,0,,,157,17,51,50,11,0,10:18,eey9
42,12/07/2016,3,1,30,2.4,,,,,,,10:20,eey9
42,12/07/2016,3,2,48,2.8,,,,,,,10:21,eey9
42,12/07/2016,3,3,56,2.8,,,,,,,10:21,eey9
42,12/07/2016,3,4,67,2.5,,,,,,,10:22,eey9
42,12/07/2016,3,5,78,2.6,,,,,,,10:22,eey9
42,12/07/2016,3,6,85,2.7,,,,,,,10:23,eey9
42,12/07/2016,3,7,73,2.7,,,,,,,10:23,eey9
42,12/07/2016,3,8,55,2.3,,,,,,,10:24,eey9
42,12/07/2016,3,9,22,0.3,,,,,,,10:24,eey9
44,12/07/2016,1,0,,,200,25,62,79,10,0,11:42,eey9
44,12/07/2016,1,1,34,3.2,,,,,,,11:44,eey9
44,12/07/2016,1,2,46,3.2,,,,,,,11:44,eey9
44,12/07/2016,1,3,56,3.2,,,,,,,11:45,eey9
44,12/07/2016,1,4,67,2.8,,,,,,,11:45,eey9
44,12/07/2016,1,5,73,3,,,,,,,11:46,eey9
44,12/07/2016,1,6,74,2.8,,,,,,,11:47,eey9
44,12/07/2016,1,7,50,2.5,,,,,,,11:47,eey9
44,12/07/2016,2,0,,,195,33,58,78,12,0,11:48,eey9
44,12/07/2016,2,1,50,3.6,,,,,,,11:51,eey9
44,12/07/2016,2,2,58,4,,,,,,,11:51,eey9
44,12/07/2016,2,3,70,4,,,,,,,11:52,eey9
44,12/07/2016,2,4,78,4,,,,,,,11:52,eey9
44,12/07/2016,2,5,79,3.9,,,,,,,11:53,eey9
44,12/07/2016,2,6,87,3.8,,,,,,,11:53,eey9
44,12/07/2016,2,7,84,3.6,,,,,,,11:54,eey9
44,12/07/2016,2,8,78,4,,,,,,,11:54,eey9
44,12/07/2016,2,9,53,3.7,,,,,,,11:55,eey9
44,12/07/2016,2,10,30,0.7,,,,,,,11:55,eey9
44,12/07/2016,3,0,,,210,21,72,55,11,0,11:55,eey9
44,12/07/2016,3,1,38,3.2,,,,,,,11:57,eey9
44,12/07/2016,3,2,46,3.8,,,,,,,11:58,eey9
44,12/07/2016,3,3,64,3.5,,,,,,,11:58,eey9
44,12/07/2016,3,4,70,3.2,,,,,,,11:59,eey9
44,12/07/2016,3,5,71,2.8,,,,,,,11:59,eey9
44,12/07/2016,3,6,83,3,,,,,,,12:00,eey9
44,12/07/2016,3,7,74,3.3,,,,,,,12:00,eey9
44,12/07/2016,3,8,48,2.7,,,,,,,12:00,eey9
46,12/07/2016,1,0,,,108,33,38,32,8,0,10:25,eey9
46,12/07/2016,1,1,3,1.2,,,,,,,10:31,eey9
46,12/07/2016,1,2,49,2.1,,,,,,,10:32,eey9
46,12/07/2016,1,3,70,2,,,,,,,10:32,eey9
46,12/07/2016,1,4,85,2,,,,,,,10:33,eey9
46,12/07/2016,1,5,87,1.9,,,,,,,10:33,eey9
46,12/07/2016,1,6,72,1.5,,,,,,,10:34,eey9
46,12/07/2016,1,7,48,1,,,,,,,10:34,eey9
46,12/07/2016,1,8,10.5,0.1,,,,,,,10:35,eey9
46,12/07/2016,2,0,,,57,9,20,10,3,0,10:35,eey9
46,12/07/2016,2,1,9,0.5,,,,,,,10:37,eey9
46,12/07/2016,2,2,27,0.7,,,,,,,10:38,eey9
46,12/07/2016,2,3,40,0.7,,,,,,,10:38,eey9
46,12/07/2016,2,4,35,0.7,,,,,,,10:39,eey9
46,12/07/2016,2,5,18,0.3,,,,,,,10:39,eey9
46,12/07/2016,3,0,,,105,52,45,42,7,0,10:39,eey9
46,12/07/2016,3,1,16,1.4,,,,,,,10:42,eey9
46,12/07/2016,3,2,32,1.9,,,,,,,10:42,eey9
46,12/07/2016,3,3,46,2.1,,,,,,,10:43,eey9
46,12/07/2016,3,4,65,2.2,,,,,,,10:43,eey9
46,12/07/2016,3,5,77,2.3,,,,,,,10:44,eey9
46,12/07/2016,3,6,56,2.3,,,,,,,10:44,eey9
46,12/07/2016,3,7,53,1.5,,,,,,,10:45,eey9
46,12/07/2016,3,8,27,0.2,,,,,,,10:46,eey9
48,12/07/2016,1,0,,,112,56,34,24,7,0,12:22,eey9
48,12/07/2016,1,1,4,0.6,,,,,,,12:25,eey9
48,12/07/2016,1,2,21,1.2,,,,,,,12:27,eey9
48,12/07/2016,1,3,37,1.6,,,,,,,12:27,eey9
48,12/07/2016,1,4,56,1.6,,,,,,,12:28,eey9
48,12/07/2016,1,5,60,2,,,,,,,12:28,eey9
48,12/07/2016,1,6,66,1.9,,,,,,,12:28,eey9
48,12/07/2016,1,7,61,2.2,,,,,,,12:28,eey9
48,12/07/2016,1,8,58,1.8,,,,,,,12:29,eey9
48,12/07/2016,1,9,40,1.2,,,,,,,12:29,eey9
48,12/07/2016,1,10,16,0.8,,,,,,,12:30,eey9
48,12/07/2016,2,0,,,115,33,26,19,6,0,12:30,eey9
48,12/07/2016,2,1,24,1.2,,,,,,,12:32,eey9
48,12/07/2016,2,2,43,1.5,,,,,,,12:33,eey9
48,12/07/2016,2,3,51,1.7,,,,,,,12:33,eey9
48,12/07/2016,2,4,59,1.7,,,,,,,12:33,eey9
48,12/07/2016,2,5,60,1.8,,,,,,,12:33,eey9
48,12/07/2016,2,6,65,1.9,,,,,,,12:34,eey9
48,12/07/2016,2,7,68,1.8,,,,,,,12:34,eey9
48,12/07/2016,2,8,61,1.7,,,,,,,12:34,eey9
48,12/07/2016,2,9,45,1.4,,,,,,,12:35,eey9
48,12/07/2016,2,10,23,0.5,,,,,,,12:35,eey9
48,12/07/2016,3,0,,,120,57,24,32,5,0,12:36,eey9
48,12/07/2016,3,1,21,1.5,,,,,,,12:38,eey9
48,12/07/2016,3,2,33,1.6,,,,,,,12:39,eey9
48,12/07/2016,3,3,38,1.5,,,,,,,12:39,eey9
48,12/07/2016,3,4,50,1.6,,,,,,,12:39,eey9
48,12/07/2016,3,5,55,1.8,,,,,,,12:39,eey9
48,12/07/2016,3,6,63,1.8,,,,,,,12:40,eey9
48,12/07/2016,3,7,63,1.8,,,,,,,12:40,eey9
48,12/07/2016,3,8,58,1.8,,,,,,,12:40,eey9
48,12/07/2016,3,9,46,1.5,,,,,,,12:41,eey9
48,12/07/2016,3,10,26,0.5,,,,,,,12:41,eey9
50,12/07/2016,1,0,,,113,54,36,28,8,0,12:03,eey9
50,12/07/2016,1,1,14,1.4,,,,,,,12:06,eey9
50,12/07/2016,1,2,27,1.7,,,,,,,12:07,eey9
50,12/07/2016,1,3,35,2.2,,,,,,,12:08,eey9
50,12/07/2016,1,4,40,2.2,,,,,,,12:08,eey9
50,12/07/2016,1,5,44,2.6,,,,,,,12:08,eey9
50,12/07/2016,1,6,50,2.6,,,,,,,12:09,eey9
50,12/07/2016,1,7,50,2.5,,,,,,,12:09,eey9
50,12/07/2016,1,8,56,2.7,,,,,,,12:10,eey9
50,12/07/2016,1,9,53,2.6,,,,,,,12:10,eey9
50,12/07/2016,1,10,42,1.6,,,,,,,12:10,eey9
50,12/07/2016,1,11,32,1,,,,,,,12:11,eey9
50,12/07/2016,2,0,,,91,26,30,24,6,0,12:11,eey9
50,12/07/2016,2,1,26,1.5,,,,,,,12:13,eey9
50,12/07/2016,2,2,35,1.5,,,,,,,12:13,eey9
50,12/07/2016,2,3,46,1.6,,,,,,,12:14,eey9
50,12/07/2016,2,4,40,1.7,,,,,,,12:14,eey9
50,12/07/2016,2,5,49,1.7,,,,,,,12:14,eey9
50,12/07/2016,2,6,54,1.7,,,,,,,12:15,eey9
50,12/07/2016,2,7,49,1.7,,,,,,,12:15,eey9
50,12/07/2016,2,8,35,1,,,,,,,12:15,eey9
50,12/07/2016,2,9,16.5,0.5,,,,,,,12:15,eey9
50,12/07/2016,3,0,,,102,72,33,28,5,0,12:17,eey9
50,12/07/2016,3,1,19,1,,,,,,,12:19,eey9
50,12/07/2016,3,2,31,1.4,,,,,,,12:19,eey9
50,12/07/2016,3,3,40,1.6,,,,,,,12:19,eey9
50,12/07/2016,3,4,45,1.8,,,,,,,12:20,eey9
50,12/07/2016,3,5,50,1.7,,,,,,,12:20,eey9
50,12/07/2016,3,6,60,1.7,,,,,,,12:21,eey9
50,12/07/2016,3,7,61,1.7,,,,,,,12:21,eey9
50,12/07/2016,3,8,57,1.7,,,,,,,12:21,eey9
50,12/07/2016,3,9,36,1.3,,,,,,,12:21,eey9
50,12/07/2016,3,10,15,0.3,,,,,,,12:22,eey9
51,12/07/2016,1,0,,,185,17,74,65,10,0,10:46,eey9
51,12/07/2016,1,1,40,3.4,,,,,,,10:51,eey9
51,12/07/2016,1,2,35,3.3,,,,,,,10:51,eey9
51,12/07/2016,1,3,65,3.2,,,,,,,10:52,eey9
51,12/07/2016,1,4,71,3.3,,,,,,,10:52,eey9
51,12/07/2016,1,5,78,3.4,,,,,,,10:53,eey9
51,12/07/2016,1,6,78,3,,,,,,,10:53,eey9
51,12/07/2016,1,7,73,3.7,,,,,,,10:54,eey9
51,12/07/2016,1,8,58,3.6,,,,,,,10:55,eey9
51,12/07/2016,1,9,36,1.9,,,,,,,10:55,eey9
51,12/07/2016,2,0,,,230,32,61,56,11,0,10:56,eey9
51,12/07/2016,2,1,51,4,,,,,,,11:00,eey9
51,12/07/2016,2,2,56,3.5,,,,,,,11:01,eey9
51,12/07/2016,2,3,65,3.4,,,,,,,11:01,eey9
51,12/07/2016,2,4,70,3.2,,,,,,,11:01,eey9
51,12/07/2016,2,5,77,2.9,,,,,,,11:02,eey9
51,12/07/2016,2,6,84,2,,,,,,,11:02,eey9
51,12/07/2016,2,7,84,3.2,,,,,,,11:03,eey9
51,12/07/2016,2,8,63,3.2,,,,,,,11:04,eey9
51,12/07/2016,2,9,39,2.2,,,,,,,11:04,eey9
51,12/07/2016,3,0,,,226,26,54,60,11,0,11:05,eey9
51,12/07/2016,3,1,32,3,,,,,,,11:07,eey9
51,12/07/2016,3,2,42,3,,,,,,,11:08,eey9
51,12/07/2016,3,3,58,3,,,,,,,11:08,eey9
51,12/07/2016,3,4,64,2.7,,,,,,,11:09,eey9
51,12/07/2016,3,5,68,2.8,,,,,,,11:09,eey9
51,12/07/2016,3,6,81,2.7,,,,,,,11:10,eey9
51,12/07/2016,3,7,83,2.8,,,,,,,11:10,eey9
51,12/07/2016,3,8,84,3.2,,,,,,,11:11,eey9
51,12/07/2016,3,9,64,3,,,,,,,11:11,eey9
51,12/07/2016,3,10,38,2.2,,,,,,,11:12,eey9
53,12/07/2016,1,0,,,103,32,32,26,5,0,09:11,eey9
53,12/07/2016,1,1,14,0.9,,,,,,,09:12,eey9
53,12/07/2016,1,2,37,1.1,,,,,,,09:13,eey9
53,12/07/2016,1,3,62,1.2,,,,,,,09:13,eey9
53,12/07/2016,1,4,74,1.4,,,,,,,09:14,eey9
53,12/07/2016,1,5,61,1.3,,,,,,,09:14,eey9
53,12/07/2016,1,6,36,0.7,,,,,,,09:14,eey9
53,12/07/2016,2,0,,,105,25,44,23,7,0,09:15,eey9
53,12/07/2016,2,1,5,1,,,,,,,09:17,eey9
53,12/07/2016,2,2,19,1.4,,,,,,,09:17,eey9
53,12/07/2016,2,3,34,1.8,,,,,,,09:17,eey9
53,12/07/2016,2,4,42,2.1,,,,,,,09:18,eey9
53,12/07/2016,2,5,54,2,,,,,,,09:18,eey9
53,12/07/2016,2,6,64,1.8,,,,,,,09:19,eey9
53,12/07/2016,2,7,82,1.9,,,,,,,09:19,eey9
53,12/07/2016,2,8,70,1.9,,,,,,,09:19,eey9
53,12/07/2016,3,0,,,90,27,34,50,5,0,09:19,eey9
53,12/07/2016,3,1,11,1.1,,,,,,,09:21,eey9
53,12/07/2016,3,2,30,1.1,,,,,,,09:22,eey9
53,12/07/2016,3,3,51,1.3,,,,,,,09:22,eey9
53,12/07/2016,3,4,67,1.3,,,,,,,09:22,eey9
53,12/07/2016,3,5,57,1.2,,,,,,,09:22,eey9
53,12/07/2016,3,6,33,0.7,,,,,,,09:23,eey9
56,12/07/2016,1,0,,,166,22,55,50,10,0,12:41,eey9
56,12/07/2016,1,1,20,2.2,,,,,,,12:43,eey9
56,12/07/2016,1,2,35,2.3,,,,,,,12:44,eey9
56,12/07/2016,1,3,46,2.3,,,,,,,12:44,eey9
56,12/07/2016,1,4,59,2.5,,,,,,,12:45,eey9
56,12/07/2016,1,5,68,2.7,,,,,,,12:45,eey9
56,12/07/2016,1,6,83,2.7,,,,,,,12:45,eey9
56,12/07/2016,1,7,78,2.4,,,,,,,12:46,eey9
56,12/07/2016,1,8,64,2.3,,,,,,,12:46,eey9
56,12/07/2016,1,9,44,1.3,,,,,,,12:47,eey9
56,12/07/2016,2,0,,,164,13,35,32,12,0,12:47,eey9
56,12/07/2016,2,1,24,1.7,,,,,,,12:49,eey9
56,12/07/2016,2,2,41,2,,,,,,,12:49,eey9
56,12/07/2016,2,3,57,2.2,,,,,,,12:50,eey9
56,12/07/2016,2,4,70,2.5,,,,,,,12:50,eey9
56,12/07/2016,2,5,79,2.2,,,,,,,12:51,eey9
56,12/07/2016,2,6,89,2.2,,,,,,,12:51,eey9
56,12/07/2016,2,7,70,2,,,,,,,12:51,eey9
56,12/07/2016,2,8,20,0.8,,,,,,,12:52,eey9
56,12/07/2016,3,0,,,155,29,60,75,11,0,12:52,eey9
56,12/07/2016,3,1,20,1.6,,,,,,,12:54,eey9
56,12/07/2016,3,2,34,2.3,,,,,,,12:55,eey9
56,12/07/2016,3,3,53,2.5,,,,,,,12:55,eey9
56,12/07/2016,3,4,62,2.7,,,,,,,12:55,eey9
56,12/07/2016,3,5,80,2.9,,,,,,,12:55,eey9
56,12/07/2016,3,6,87,2.7,,,,,,,12:56,eey9
